timestamp,ticker,price
2025-11-25 00:00:00,AAPL,150.07184573616917
2025-11-25 00:00:01,AAPL,150.1143553043022
2025-11-25 00:00:02,AAPL,150.18201343987735
2025-11-25 00:00:03,AAPL,150.27744488021736
2025-11-25 00:00:04,AAPL,150.3866679050344
2025-11-25 00:00:05,AAPL,150.31684743811726
2025-11-25 00:00:06,AAPL,150.31657231944357
2025-11-25 00:00:07,AAPL,150.29431619823245
2025-11-25 00:00:08,AAPL,150.2767589691732
2025-11-25 00:00:09,AAPL,150.08045853986502
2025-11-25 00:00:10,AAPL,150.07901313036518
2025-11-25 00:00:11,AAPL,150.21139826792253
2025-11-25 00:00:12,AAPL,150.3132833751394
2025-11-25 00:00:13,AAPL,150.19544001979696
2025-11-25 00:00:14,AAPL,150.17168968050754
2025-11-25 00:00:15,AAPL,150.20689092989014
2025-11-25 00:00:16,AAPL,150.31417412378724
2025-11-25 00:00:17,AAPL,150.43927861002408
2025-11-25 00:00:18,AAPL,150.63674981652684
2025-11-25 00:00:19,AAPL,150.68149055946748
2025-11-25 00:00:20,AAPL,150.49370775424276
2025-11-25 00:00:21,AAPL,150.63653069814725
2025-11-25 00:00:22,AAPL,150.57920368215522
2025-11-25 00:00:23,AAPL,150.47100724473364
2025-11-25 00:00:24,AAPL,150.5804063408858
2025-11-25 00:00:25,AAPL,150.6859052933826
2025-11-25 00:00:26,AAPL,150.60321667656572
2025-11-25 00:00:27,AAPL,150.7040867334367
2025-11-25 00:00:28,AAPL,150.6099079042398
2025-11-25 00:00:29,AAPL,150.55795422924962
2025-11-25 00:00:30,AAPL,150.61262260676628
2025-11-25 00:00:31,AAPL,150.65807155946675
2025-11-25 00:00:32,AAPL,150.68167836097433
2025-11-25 00:00:33,AAPL,150.76324005955357
2025-11-25 00:00:34,AAPL,150.82101575921706
2025-11-25 00:00:35,AAPL,150.83165039171303
2025-11-25 00:00:36,AAPL,150.7976838551132
2025-11-25 00:00:37,AAPL,150.7984869026156
2025-11-25 00:00:38,AAPL,150.69713076110594
2025-11-25 00:00:39,AAPL,150.80472761265383
2025-11-25 00:00:40,AAPL,150.76672804475058
2025-11-25 00:00:41,AAPL,150.8019237554093
2025-11-25 00:00:42,AAPL,150.81174810844496
2025-11-25 00:00:43,AAPL,150.91884829367643
2025-11-25 00:00:44,AAPL,150.97506354027556
2025-11-25 00:00:45,AAPL,150.89441537977282
2025-11-25 00:00:46,AAPL,150.8679555996019
2025-11-25 00:00:47,AAPL,150.7933772794286
2025-11-25 00:00:48,AAPL,150.77312448648968
2025-11-25 00:00:49,AAPL,150.83159629555286
2025-11-25 00:00:50,AAPL,150.82990317612675
2025-11-25 00:00:51,AAPL,150.72498398549996
2025-11-25 00:00:52,AAPL,150.4670431900534
2025-11-25 00:00:53,AAPL,150.56044997612875
2025-11-25 00:00:54,AAPL,150.65728202265487
2025-11-25 00:00:55,AAPL,150.83928454641142
2025-11-25 00:00:56,AAPL,150.83109499873908
2025-11-25 00:00:57,AAPL,150.68803116277533
2025-11-25 00:00:58,AAPL,150.63371486115992
2025-11-25 00:00:59,AAPL,150.62472807443896
2025-11-25 00:01:00,AAPL,150.83162967486368
2025-11-25 00:01:01,AAPL,150.87976912182125
2025-11-25 00:01:02,AAPL,150.75579804246618
2025-11-25 00:01:03,AAPL,150.75092280201713
2025-11-25 00:01:04,AAPL,150.6540132065294
2025-11-25 00:01:05,AAPL,150.55186951343615
2025-11-25 00:01:06,AAPL,150.57623720310406
2025-11-25 00:01:07,AAPL,150.5542391672627
2025-11-25 00:01:08,AAPL,150.5833114622135
2025-11-25 00:01:09,AAPL,150.4479644514552
2025-11-25 00:01:10,AAPL,150.2424260901968
2025-11-25 00:01:11,AAPL,150.15480919355267
2025-11-25 00:01:12,AAPL,150.26005103918632
2025-11-25 00:01:13,AAPL,150.0942860608085
2025-11-25 00:01:14,AAPL,150.27581541825262
2025-11-25 00:01:15,AAPL,150.35416110084304
2025-11-25 00:01:16,AAPL,150.45495676418898
2025-11-25 00:01:17,AAPL,150.51538885775292
2025-11-25 00:01:18,AAPL,150.5121451102206
2025-11-25 00:01:19,AAPL,150.52298823943943
2025-11-25 00:01:20,AAPL,150.47078827935232
2025-11-25 00:01:21,AAPL,150.3780774916567
2025-11-25 00:01:22,AAPL,150.45252910916128
2025-11-25 00:01:23,AAPL,150.28637019531408
2025-11-25 00:01:24,AAPL,150.33204536578097
2025-11-25 00:01:25,AAPL,150.32271312336206
2025-11-25 00:01:26,AAPL,150.38042883844187
2025-11-25 00:01:27,AAPL,150.31054425971553
2025-11-25 00:01:28,AAPL,150.35511318134735
2025-11-25 00:01:29,AAPL,150.35216803764513
2025-11-25 00:01:30,AAPL,150.31774121114404
2025-11-25 00:01:31,AAPL,150.1912750298019
2025-11-25 00:01:32,AAPL,150.21971669564252
2025-11-25 00:01:33,AAPL,150.19976455657965
2025-11-25 00:01:34,AAPL,150.12540146478418
2025-11-25 00:01:35,AAPL,150.11040304090702
2025-11-25 00:01:36,AAPL,150.2802554790313
2025-11-25 00:01:37,AAPL,150.1032868905379
2025-11-25 00:01:38,AAPL,150.18454842958886
2025-11-25 00:01:39,AAPL,150.23783681042127
2025-11-25 00:01:40,AAPL,150.22772484966217
2025-11-25 00:01:41,AAPL,150.0889653789532
2025-11-25 00:01:42,AAPL,149.85638594491002
2025-11-25 00:01:43,AAPL,149.7780772742147
2025-11-25 00:01:44,AAPL,149.69342832113267
2025-11-25 00:01:45,AAPL,149.65319718790514
2025-11-25 00:01:46,AAPL,149.90048201394836
2025-11-25 00:01:47,AAPL,149.92220824870392
2025-11-25 00:01:48,AAPL,149.87200313164428
2025-11-25 00:01:49,AAPL,149.87232133092024
2025-11-25 00:01:50,AAPL,149.9753099184895
2025-11-25 00:01:51,AAPL,149.96602167448003
2025-11-25 00:01:52,AAPL,149.96196041335102
2025-11-25 00:01:53,AAPL,149.79810026040315
2025-11-25 00:01:54,AAPL,149.8052762706434
2025-11-25 00:01:55,AAPL,149.61013966742334
2025-11-25 00:01:56,AAPL,149.52334208025775
2025-11-25 00:01:57,AAPL,149.61719488221613
2025-11-25 00:01:58,AAPL,149.53207292187471
2025-11-25 00:01:59,AAPL,149.50533814568365
2025-11-25 00:02:00,AAPL,149.28203876338236
2025-11-25 00:02:01,AAPL,149.18532744257942
2025-11-25 00:02:02,AAPL,149.17506714526152
2025-11-25 00:02:03,AAPL,149.28587975603367
2025-11-25 00:02:04,AAPL,149.36614191508218
2025-11-25 00:02:05,AAPL,149.3958780948194
2025-11-25 00:02:06,AAPL,149.3245925783458
2025-11-25 00:02:07,AAPL,149.27984048058556
2025-11-25 00:02:08,AAPL,149.3707070286136
2025-11-25 00:02:09,AAPL,149.2829619742792
2025-11-25 00:02:10,AAPL,149.2240085727608
